날짜,n-gram,UpDown
2014-04-16,"금융위기/NNG;경기/NNG;침체/NNG, 채권형/NNG;금리/NNG;상승/NNG, 전망/NNG;긍정적/VAX;안정/NNG, 국고채/NNG;금리/NNG;상승/NNG, 회사채/NNG;금리/NNG;상승/NNG, crs/NNG;금리/NNG;상승/NNG, 자본/NNG;유입/NNG;확대/NNG, 경기/NNG;회복/NNG;아니/VCN, 채권/NNG;금리/NNG;상승/NNG, 수신/NNG;금리/NNG;상승/NNG, 자금/NNG;가능성/NNG;높/VA, 급하/VA;금리/NNG;인상/NNG, 금리/NNG;추세/NNG;오르/VV, 가계/NNG;부채/NNG;넘/VV, 외환보유액/NNG;안정/NNG, 안정/NNG;부정적/VAX, 저축/NNG;증가/NNG, 경제/NNG;안정/NNG, 채권/NNG;살/VV, 돈/NNG;많/VA, 차입/NNG;부담/NNG, 실적/NNG;악화/NNG, 안정/NNG;상승/NNG",상승
2014-04-14,"국고채/NNG;시장/NNG;금리/NNG;상승/NNG, 하락/NNG;국고채/NNG;금리/NNG;하락/NNG, 고용/NNG;지표/NNG;예상/NNG;하회/NNG, 금리/NNG;변동성/NNG;감소/NNG, 크레딧/NNG;시장/NNG;강세/NNG, 크레딧/NNG;거래/NNG;증가/NNG, 캐리/NNG;수요/NNG;증가/NNG, 금리/NNG;소폭/MAG;하락/NNG, 예상/NNG;하회/NNG;강세/NNG, 신용스프레드/NNG;확대/NNG, 신용위험/NNG;확대/NNG, 신용등급/NNG;하향/NNG, 원달러/NNG;하락/NNG, 변동성/NNG;제한/NNG, 가격/NNG;부담/NNG, 하단/NNG;부담/NNG, 하락/NNG;확대/NNG, 전망/NNG;경제/NNG;성장률/NNG;전망/NNG;상향/NNG, 외국인/NNG;자금/NNG;이탈/NNG;가능성/NNG;낮/VA, 경제/NNG;전망/NNG;성장률/NNG;상향/NNG, 부진/NNG;글로벌/NNG;경기/NNG;회복/NNG, 외국인/NNG;자금/NNG;이탈/NNG;우려/NNG, 지표/NNG;부진/NNG;금리/NNG;하락/NNG, 전망/NNG;물가/NNG;전망/NNG;하향/NNG, 고용/NNG;지표/NNG;예상/NNG;하회/NNG, 물가/NNG;대응/NNG;금리/NNG;인상/NNG, 물가/NNG;전망/NNG;소폭/MAG;하향/NNG, 수요/NNG;물가/NNG;상승/NNG;압력/NNG, gdp/NNG;마이너스갭/NNG;축소/NNG, 외국인/NNG;투자자금/NNG;이탈/NNG, 원화채권/NNG;투자/NNG;긍정적/VAX, 채권시장/NNG;소폭/MAG;강세/NNG, gdp/NNG;성장률/NNG;부진/NNG, 대외/NNG;요인/NNG;불확실성/NNG, 대내외/NNG;경기/NNG;회복/NNG, 대외/NNG;지표/NNG;부진/NNG, 금리/NNG;하락/NNG;매파/NNG, 예상/NNG;금리/NNG;인하/NNG, 단기/NNG;금리/NNG;하단/NNG, 금리/NNG;하단/NNG;견고/NNG, 지표/NNG;부진/NNG;하락/NNG, 선제/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;축소/NNG, 금리/NNG;방향/NNG;상승/NNG, 전망/NNG;금리/NNG;하락/NNG, 금리/NNG;상승/NNG;더디/VA, 선진국/NNG;금리/NNG;높/VA, 하락/NNG;가능성/NNG;높/VA, 금리/NNG;변동성/NNG;작/VA, 신흥국/NNG;불확실성/NNG, 채권시장/NNG;제한적/VAX, 통화정책/NNG;완화/NNG, 불확실성/NNG;확대/NNG, 펀더멘털/NNG;견고/NNG, 플러스/NNG;전환/NNG, 변동성/NNG;확대/NNG, 예상/NNG;축소/NNG, 점차/MAG;부담/NNG, 원화/NNG;강세/NNG, 물가/NNG;안정/NNG, 물가/NNG;하향/NNG, 예상/NNG;부진/NNG, 금리/NNG;견인/NNG, 물가/NNG;약하/VA, 지표/NNG;흔들/VV, 변동성/NNG;높/VA, 더디/VA;상승/NNG, 하락/NNG;작/VA, 기대/NNG;낮/VV, 물가/NNG;낮/VA",상승
2014-04-09,"경기/NNG;개선/NNG;물가/NNG;상승/NNG, 전망/NNG;채권시장/NNG;부담/NNG, 금리/NNG;정상화/NNG;우려/NNG, 경기/NNG;인식/NNG;매파/NNG, 경기/NNG;회복/NNG;약화/NNG, 경기/NNG;하방/NNG;위험/NNG, 경제/NNG;전망/NNG;상향/NNG, 인플레이션/NNG;증가/NNG, 채권시장/NNG;매파/NNG, 채권시장/NNG;강세/NNG, 전망/NNG;매파/NNG, 전망/NNG;낙관/NNG, 물가/NNG;안정/NNG, 전망/NNG;상승/NNG, 금리/NNG;인하/NNG, 상향/NNG;없/VA",상승
2014-04-08,"기업/NNG;구조조정/NNG;촉진/NNG, 경영/NNG;환경/NNG;악화/NNG, 회사채/NNG;시장/NNG;살/VV, 펀더멘털/NNG;악화/NNG, 하향/NNG;불확실성/NNG, 불확실성/NNG;제거/NNG, 불확실성/NNG;해소/NNG, 안정/NNG;부정적/VAX, 부정적/VAX;하락/NNG, 하락/NNG;부정적/VAX, 부정적/VAX;안정/NNG, 긍정적/VAX;안정/NNG, 긍정적/VAX;상승/NNG, 하락/NNG;안정/NNG, 안정/NNG;하락/NNG, 안정/NNG;상승/NNG",상승
2014-04-01,"금리/NNG;하락/NNG;신용스프레드/NNG;축소/NNG, 지정학/NNG;위험/NNG;안전자산/NNG;선호/NNG, 가계/NNG;부채/NNG;구조/NNG;개선/NNG, 경기/NNG;회복/NNG;실적/NNG;개선/NNG, 신용스프레드/NNG;소폭/MAG;확대/NNG, 회사채/NNG;신용등급/NNG;하향/NNG, 투자심리/NNG;위축/NNG;완화/NNG, 신용등급/NNG;변동/NNG;하향/NNG, 신용등급/NNG;하향/NNG;증가/NNG, 공공기관/NNG;부채/NNG;감축/NNG, 자금/NNG;조달비중/NNG;확대/NNG, 부정적/VAX;안정/NNG;부정적/VAX, 전망/NNG;재무구조/NNG;개선/NNG, 크레딧/NNG;발행/NNG;감소/NNG, 크레딧/NNG;가격/NNG;부담/NNG, 재무/NNG;건전성/NNG;회복/NNG, 부동산/NNG;경기/NNG;회복/NNG, 재정/NNG;건전성/NNG;확보/NNG, 시스템/NNG;위험/NNG;완화/NNG, 대출/NNG;증가/NNG;제한적/VAX, 투자/NNG;부적격/NNG;강등/NNG, 안정/NNG;부정적/VAX;안정/NNG, 재무/NNG;안정성/NNG;악화/NNG, 재무구조/NNG;개선/NNG;어렵/VA, 안정/NNG;긍정적/VAX;안정/NNG, 자금/NNG;수요/NNG;감소/NNG, 가격/NNG;부담/NNG;강세/NNG, 차환/NNG;수요/NNG;감소/NNG, 안전자산/NNG;선호/NNG;높/VA, 대출/NNG;지원/NNG;확대/NNG, 투자/NNG;매력/NNG;회복/NNG, 비용/NNG;구조/NNG;개선/NNG, 채권/NNG;발행/NNG;제한/NNG, 절대/NNG;금리/NNG;하락/NNG, 가계/NNG;부채/NNG;부담/NNG, 자금/NNG;수요/NNG;증가/NNG, 대출/NNG;금리/NNG;하락/NNG, 경기/NNG;회복/NNG;지연/NNG, 대출/NNG;규제/NNG;강화/NNG, 대출/NNG;성장/NNG;둔화/NNG, 건설/NNG;해운/NNG;취약/NNG, 차환/NNG;수요/NNG;증가/NNG, 전망/NNG;가격/NNG;부담/NNG, 전망/NNG;하향/NNG;안정/NNG, 차입/NNG;부담/NNG;확대/NNG, 재무/NNG;부담/NNG;확대/NNG, 손실/NNG;부담/NNG;확대/NNG, 하락/NNG;반영/NNG;하락/NNG, 하락/NNG;실적/NNG;부진/NNG, 어렵/VA;전망/NNG;하락/NNG, 차환/NNG;위험/NNG;줄/VV, 장단기스프레드/NNG;축소/NNG, 주택담보대출/NNG;확대/NNG, 신용스프레드/NNG;안정/NNG, 디레버리징/NNG;강화/NNG, 여전사/NNG;신용위험/NNG, 발행시장/NNG;위축/NNG, 투자심리/NNG;회복/NNG, 대손비용/NNG;감소/NNG, 발행시장/NNG;회복/NNG, 발행시장/NNG;감소/NNG, 불확실성/NNG;해소/NNG, 개선/NNG;불확실성/NNG, 재무구조/NNG;악화/NNG, 신용위험/NNG;상승/NNG, 중단기/NNG;확대/NNG, 장기물/NNG;강세/NNG, 전망/NNG;우호적/VAX, 크레딧/NNG;강세/NNG, 당분간/MAG;부담/NNG, 순이익/NNG;흑자/NNG, 건전성/NNG;개선/NNG, 구조적/VAX;개선/NNG, 유동성/NNG;확보/NNG, 순이익/NNG;증가/NNG, 순이익/NNG;상회/NNG, 전망/NNG;고금리/NNG, 악화/NNG;제한적/VAX, 제한적/VAX;회복/NNG, 부정적/VAX;하향/NNG, 하향/NNG;부정적/VAX, 개선/NNG;불투명/NNG, 상향/NNG;긍정적/VAX, 변동성/NNG;축소/NNG, 하향/NNG;상향/NNG, 가격/NNG;강세/NNG, 수익/NNG;증대/NNG, 투자/NNG;축소/NNG, 부채/NNG;상회/NNG, 요금/NNG;인상/NNG, 부채/NNG;증가/NNG, 개선/NNG;미흡/NNG, 비용/NNG;축소/NNG, 자본/NNG;확충/NNG, 재무/NNG;안정/NNG, 투자/NNG;억제/NNG, 전망/NNG;견조/NNG, 내수/NNG;확충/NNG, 양적/VAX;성장/NNG, 수익/NNG;감소/NNG, 가격/NNG;약세/NNG, 가격/NNG;회복/NNG, 금리/NNG;안정/NNG, 원가/NNG;부담/NNG, 수요/NNG;급감/NNG, 수요/NNG;주춤/NNG, 매출/NNG;급감/NNG, 안정/NNG;상향/NNG, 업황/NNG;부진/NNG, 지표/NNG;하향/NNG, 안정/NNG;하향/NNG, 업황/NNG;침체/NNG, 구조/NNG;약화/NNG, 저하/NNG;추세/NNG, 신용/NNG;하향/NNG, 재무/NNG;위험/NNG, 수익/NNG;약화/NNG, 지표/NNG;상향/NNG, 악화/NNG;하락/NNG, 신용/NNG;하락/NNG, 하락/NNG;증가/NNG",하락
2014-03-24,"인상/NNG;우려/NNG;채권/NNG;금리/NNG;상승/NNG, 불안/NNG;경기/NNG;둔화/NNG;우려/NNG, 국채선물/NNG;순매수/NNG;약화/NNG, 원화채권/NNG;포지션/NNG;축소/NNG, 개선/NNG;채권시장/NNG;약세/NNG, 채권시장/NNG;약세/NNG;압력/NNG, 제조업/NNG;pmi/NNG;개선/NNG, 제조업/NNG;지수/NNG;회복/NNG, 소비자/NNG;심리/NNG;개선/NNG, 선진국/NNG;경기/NNG;회복/NNG, 제조업/NNG;지수/NNG;개선/NNG, 광공업/NNG;생산/NNG;증가/NNG, 경제/NNG;지표/NNG;개선/NNG, 금리/NNG;인상/NNG;우려/NNG, 채권/NNG;금리/NNG;약세/NNG, 수출/NNG;환경/NNG;개선/NNG, 경기/NNG;하방/NNG;위험/NNG, 펀더멘털/NNG;개선/NNG, 투자심리/NNG;훼손/NNG, 투자/NNG;약화/NNG, 원화/NNG;약세/NNG, 물가/NNG;안정/NNG, 경기/NNG;개선/NNG, 물가/NNG;상승/NNG, 차기/NNG;매파/NNG, 우려/NNG;매파/NNG, 고용/NNG;회복/NNG, 경기/NNG;낙관/NNG, 수출/NNG;증가/NNG, 금리/NNG;인하/NNG, 국고채/NNG;금리/NNG;상승/NNG;신용스프레드/NNG;축소/NNG, 금리/NNG;상승/NNG;국고채/NNG;금리/NNG;상승/NNG, 발행기업/NNG;펀더멘털/NNG;개선/NNG, 전망/NNG;채권시장/NNG;우호적/VAX, 크레딧/NNG;투자심리/NNG;악화/NNG, 크레딧/NNG;시장/NNG;우호적/VAX, 크레딧/NNG;거래/NNG;증가/NNG, 크레딧/NNG;발행/NNG;증가/NNG, 불안/NNG;우려/NNG;하락/NNG, 금리/NNG;상승/NNG;하락/NNG, 발행시장/NNG;우호적/VAX, 출구전략/NNG;우려/NNG, 불확실성/NNG;제거/NNG, 안전자산/NNG;선호/NNG, 채권시장/NNG;약세/NNG, 지정학/NNG;위험/NNG, 크레딧/NNG;선호/NNG, 유동성/NNG;확보/NNG, 국고채/NNG;상승/NNG, 가격/NNG;부담/NNG, 금리/NNG;인하/NNG, 금리/NNG;인상/NNG, 금리/NNG;급등/NNG, 예상/NNG;낮/VA, 금리/NNG;높/VA, 소비자/NNG;물가/NNG;소비자/NNG;물가/NNG;상승/NNG, 소비자/NNG;물가/NNG;상승/NNG;압력/NNG, 전망/NNG;fed/NNG;금리/NNG;인상/NNG, 가격/NNG;하락/NNG;가격/NNG;하락/NNG, 국제/NNG;유가/NNG;하향/NNG;안정/NNG, 경기/NNG;회복/NNG;경기/NNG;회복/NNG, 경기/NNG;판단/NNG;금리/NNG;인상/NNG, 금리/NNG;인하/NNG;필요성/NNG;낮/VA, 금융시스템/NNG;위험/NNG;우려/NNG, 경기/NNG;판단/NNG;긍정적/VAX, 긍정적/VAX;금리/NNG;인상/NNG, 성장/NNG;잠재력/NNG;저하/NNG, fed/NNG;지표/NNG;부진/NNG, 지표/NNG;부진/NNG;일시적/VAX, 금리/NNG;방향/NNG;상승/NNG, 가격/NNG;물가/NNG;안정/NNG, 물가/NNG;안정/NNG;성장/NNG, 차기/NNG;금리/NNG;인상/NNG, 자산/NNG;매입/NNG;종료/NNG, 예상/NNG;금리/NNG;인상/NNG, 디플레이션/NNG;우려/NNG, 테이퍼링/NNG;종료/NNG, 성장/NNG;금융안정/NNG, 공급측면/NNG;하방/NNG, 고용시장/NNG;회복/NNG, 최대한/NNG;자제/NNG, 금리/NNG;상승/NNG, 고용/NNG;증가/NNG, 부채/NNG;증가/NNG, 가격/NNG;성장/NNG, 물가/NNG;성장/NNG, 성장/NNG;둔화/NNG, 수요/NNG;부진/NNG, 안정/NNG;하향/NNG, 하방/NNG;압력/NNG, 경기/NNG;부진/NNG, 부진/NNG;한파/NNG, 개선/NNG;지지/NNG, 소비자/NNG;물가/NNG;상승률/NNG;물가/NNG;안정/NNG, 자산/NNG;매입/NNG;축소/NNG;금리/NNG;인상/NNG, 전망/NNG;경기/NNG;선행/NNG;지수/NNG;하락/NNG, 금리/NNG;인상/NNG;가능성/NNG;강세/NNG, 경제/NNG;지표/NNG;일시적/VAX;둔화/NNG, fed/NNG;자산/NNG;매입/NNG;축소/NNG, 대내외/NNG;경제/NNG;여건/NNG;개선/NNG, 경제/NNG;전망/NNG;성장률/NNG;상향/NNG, 경기/NNG;개선/NNG;금리/NNG;인상/NNG, 경기/NNG;기대/NNG;지수/NNG;하락/NNG, 경기/NNG;기대/NNG;지수/NNG;상승/NNG, 금리/NNG;하락/NNG;채권/NNG;강세/NNG, 금리/NNG;상승/NNG;채권/NNG;약세/NNG, 경제/NNG;성장/NNG;둔화/NNG;우려/NNG, 채권/NNG;금리/NNG;상승/NNG;압력/NNG, 원유/NNG;수요/NNG;전망/NNG;상향/NNG, 원유/NNG;공급/NNG;차질/NNG;우려/NNG, 가격/NNG;경기/NNG;둔화/NNG;우려/NNG, 예상/NNG;채권/NNG;금리/NNG;상승/NNG, 양적완화/NNG;가능성/NNG;약세/NNG, 신흥국/NNG;금융시장/NNG;불안/NNG, 통화정책/NNG;물가/NNG;안정/NNG, 물가/NNG;안정/NNG;금융안정/NNG, 제조업/NNG;pmi/NNG;하락/NNG, 양적완화/NNG;기대/NNG;하락/NNG, 전망/NNG;양적완화/NNG;축소/NNG, 매파/NNG;성향/NNG;비둘기/NNG, 물가/NNG;상승률/NNG;확대/NNG, fed/NNG;금리/NNG;인상/NNG, 둔화/NNG;지준율/NNG;인하/NNG, 원자재/NNG;가격/NNG;안정/NNG, 물가/NNG;상승률/NNG;하락/NNG, 성장/NNG;잠재력/NNG;저하/NNG, 부동산/NNG;경기/NNG;둔화/NNG, 통화/NNG;증가율/NNG;둔화/NNG, 설비/NNG;가동률/NNG;상승/NNG, 제조업/NNG;경기/NNG;둔화/NNG, 선진국/NNG;경기/NNG;개선/NNG, 신흥국/NNG;통화/NNG;약세/NNG, 원자재/NNG;가격/NNG;상승/NNG, 원자재/NNG;가격/NNG;하락/NNG, 경제/NNG;금리/NNG;인상/NNG, 수출/NNG;경기/NNG;부담/NNG, 지표/NNG;예상/NNG;상회/NNG, 경제/NNG;경기/NNG;둔화/NNG, 과도/NNG;경기/NNG;둔화/NNG, 경기/NNG;둔화/NNG;방지/NNG, 경제/NNG;체질/NNG;개선/NNG, 경기/NNG;둔화/NNG;억제/NNG, 완만/NNG;통화/NNG;긴축/NNG, 통화/NNG;공급/NNG;확대/NNG, 수출/NNG;경기/NNG;부양/NNG, 경제/NNG;경기/NNG;개선/NNG, 경제/NNG;불안/NNG;우려/NNG, 경기/NNG;완만/NNG;개선/NNG, 경제/NNG;지표/NNG;부진/NNG, 견조/NNG;경기/NNG;개선/NNG, 채권/NNG;금리/NNG;반등/NNG, 금리/NNG;인상/NNG;우려/NNG, 하락/NNG;원화/NNG;강세/NNG, 경상/NNG;수지/NNG;흑자/NNG, 수출/NNG;경기/NNG;둔화/NNG, 경제/NNG;무역/NNG;적자/NNG, 원유/NNG;생산/NNG;차질/NNG, 수요/NNG;약화/NNG;우려/NNG, 곡물/NNG;가격/NNG;강세/NNG, 세계/NNG;경제/NNG;불안/NNG, 경제/NNG;전망/NNG;상향/NNG, 개선/NNG;경제/NNG;성장/NNG, 채권/NNG;금리/NNG;하락/NNG, 채권/NNG;금리/NNG;바닥/NNG, 금/NNG;가격/NNG;상승/NNG, 단기자금시장/NNG;불안/NNG, 상승률/NNG;기저효과/NNG, 신용경색/NNG;완화/NNG, 신용경색/NNG;우려/NNG, 우려/NNG;정정불안/NNG, 금융시장/NNG;안정/NNG, 주택가격/NNG;하락/NNG, 경제/NNG;불확실성/NNG, 양적완화/NNG;확대/NNG, 안전자산/NNG;선호/NNG, 구조적/VAX;저성장/NNG, 유동성/NNG;확대/NNG, 생산/NNG;악영향/NNG, gdp/NNG;성장/NNG, 심리/NNG;악영향/NNG, 원달러/NNG;상승/NNG, 기대/NNG;강화/NNG, 경제/NNG;과도/NNG, 재정/NNG;적자/NNG, 지출/NNG;확대/NNG, 고용/NNG;확대/NNG, 투자/NNG;증가/NNG, 성장/NNG;호전/NNG, 무역/NNG;흑자/NNG, 하락/NNG;확대/NNG, 하락/NNG;축소/NNG, 물가/NNG;성장/NNG, 완만/NNG;성장/NNG, 수주/NNG;회복/NNG, 둔화/NNG;조짐/NNG, 소비/NNG;회복/NNG, 인하/NNG;효과/NNG, 생산/NNG;둔화/NNG, 국채/NNG;강세/NNG, 원화/NNG;약세/NNG, 경제/NNG;호전/NNG, 생산/NNG;호조/NNG, 수요/NNG;감소/NNG, 안정/NNG;효과/NNG, 가격/NNG;낮/VA, 단기/NNG;시장/NNG;변동성/NNG;확대/NNG, 경제/NNG;지표/NNG;둔화/NNG, 정책/NNG;불확실성/NNG, fed/NNG;완화/NNG, 변동성/NNG;우려/NNG, 금리/NNG;인상/NNG, 가격/NNG;하락/NNG, 금리/NNG;상승/NNG, 금리/NNG;하락/NNG",하락
2014-03-20,"양적완화/NNG;종료/NNG;금리/NNG;인상/NNG, 완전고용/NNG;물가/NNG;안정/NNG, 채권시장/NNG;약세/NNG;압력/NNG, 실업률/NNG;금리/NNG;인상/NNG, fed/NNG;금리/NNG;인상/NNG, 경제/NNG;활동/NNG;둔화/NNG, 경제/NNG;지표/NNG;개선/NNG, 경기/NNG;하방/NNG;위험/NNG, 매파/NNG;금리/NNG;인상/NNG, 고용시장/NNG;개선/NNG, 경기/NNG;개선/NNG, 개선/NNG;지지/NNG, 경기/NNG;둔화/NNG, 전망/NNG;하단/NNG, 달리/MAG;매파/NNG",하락
2014-03-17,"신흥국/NNG;금융/NNG;불안/NNG;우려/NNG, 하락/NNG;신용스프레드/NNG;축소/NNG, 채권시장/NNG;지정학/NNG;위험/NNG, 우려/NNG;안전자산/NNG;선호/NNG, 국고채/NNG;금리/NNG;하향/NNG, 불안/NNG;가능성/NNG;우려/NNG, 신흥국/NNG;성장/NNG;둔화/NNG, 유동성/NNG;위험/NNG;확대/NNG, 크레딧/NNG;거래/NNG;증가/NNG, 크레딧/NNG;발행/NNG;감소/NNG, 민평/NNG;금리/NNG;하락/NNG, 수요예측/NNG;성공/NNG, 신흥시장/NNG;성장/NNG, 크레딧/NNG;강세/NNG, 악순환/NNG;벗어나/VV, 유동성/NNG;부담/NNG, 국고채/NNG;하락/NNG, 실적/NNG;부진/NNG, 성장/NNG;약화/NNG, 더디/VA;개선/NNG, 소비자/NNG;물가/NNG;상승률/NNG;물가/NNG;안정/NNG, 유로존/NNG;경기/NNG;기대/NNG;지수/NNG;상승/NNG, 세계/NNG;경제/NNG;성장/NNG;둔화/NNG;우려/NNG, 경제/NNG;성장/NNG;둔화/NNG;우려/NNG;높/VA, 대내외/NNG;경기/NNG;여건/NNG;개선/NNG, fed/NNG;자산/NNG;매입/NNG;축소/NNG, 우려/NNG;신흥국/NNG;통화/NNG;약세/NNG, 원자재/NNG;가격/NNG;상승/NNG;압력/NNG, 대내외/NNG;경제/NNG;여건/NNG;개선/NNG, 경제/NNG;전망/NNG;성장률/NNG;상향/NNG, 금리/NNG;하락/NNG;채권/NNG;강세/NNG, 금리/NNG;상승/NNG;채권/NNG;약세/NNG, 기대/NNG;채권/NNG;금리/NNG;상승/NNG, 채권/NNG;금리/NNG;상승/NNG;압력/NNG, 가격/NNG;경기/NNG;둔화/NNG;우려/NNG, 가격/NNG;하락/NNG;경제/NNG;성장/NNG, 하락/NNG;경제/NNG;성장/NNG;둔화/NNG, 가격/NNG;상승/NNG;경기/NNG;둔화/NNG, 예상/NNG;채권/NNG;금리/NNG;상승/NNG, 금리/NNG;인상/NNG;필요성/NNG;낮/VA, 가격/NNG;상승/NNG;압력/NNG;높/VA, 고용동향/NNG;취업자/NNG;증가/NNG, 신흥국/NNG;금융시장/NNG;불안/NNG, 세계/NNG;경제/NNG;불확실성/NNG, 경제/NNG;불확실성/NNG;위험/NNG, 우려/NNG;금융시장/NNG;불안/NNG, 주택시장/NNG;지수/NNG;상승/NNG, 안전자산/NNG;선호/NNG;강화/NNG, 경제/NNG;불확실성/NNG;증가/NNG, 금융시장/NNG;불안/NNG;우려/NNG, 안전자산/NNG;선호/NNG;상승/NNG, 전망/NNG;양적완화/NNG;축소/NNG, 원자재/NNG;수요/NNG;감소/NNG, 부동산/NNG;경기/NNG;회복/NNG, 소비자/NNG;지출/NNG;증가/NNG, 생산/NNG;증가율/NNG;둔화/NNG, 유로존/NNG;경기/NNG;개선/NNG, 원자재/NNG;가격/NNG;안정/NNG, 물가/NNG;상승률/NNG;하락/NNG, 물가/NNG;상승률/NNG;확대/NNG, 선진국/NNG;경기/NNG;개선/NNG, 원자재/NNG;가격/NNG;하락/NNG, 원자재/NNG;수요/NNG;증가/NNG, 세계/NNG;경제/NNG;불안/NNG, 개선/NNG;경제/NNG;성장/NNG, 수출/NNG;경기/NNG;부담/NNG, 원화/NNG;환율/NNG;상승/NNG, 곡물/NNG;가격/NNG;상승/NNG, 가격/NNG;상승/NNG;견인/NNG, 소매/NNG;판매/NNG;개선/NNG, 경기/NNG;둔화/NNG;억제/NNG, 부진/NNG;성장/NNG;둔화/NNG, 통화/NNG;공급/NNG;확대/NNG, 실물/NNG;경기/NNG;둔화/NNG, 고용/NNG;여건/NNG;개선/NNG, 개선/NNG;소비/NNG;회복/NNG, 신용/NNG;여건/NNG;개선/NNG, 경제/NNG;지표/NNG;둔화/NNG, 성장/NNG;목표/NNG;하향/NNG, 수출/NNG;경기/NNG;부양/NNG, 완만/NNG;통화/NNG;긴축/NNG, 경제/NNG;경기/NNG;개선/NNG, 소비/NNG;경기/NNG;개선/NNG, 설비/NNG;투자/NNG;증가/NNG, 건설/NNG;경기/NNG;회복/NNG, 경제/NNG;지표/NNG;부진/NNG, 견조/NNG;경기/NNG;개선/NNG, 투자/NNG;수요/NNG;증가/NNG, 금리/NNG;하락/NNG;압력/NNG, 하락/NNG;원화/NNG;강세/NNG, 경상/NNG;수지/NNG;흑자/NNG, 수출/NNG;경기/NNG;둔화/NNG, 통화/NNG;약세/NNG;상승/NNG, 원화/NNG;강세/NNG;하락/NNG, 수요/NNG;감소/NNG;하락/NNG, 불안/NNG;유가/NNG;하락/NNG, 전망/NNG;경기/NNG;둔화/NNG, 세계/NNG;경제/NNG;회복/NNG, 경제/NNG;전망/NNG;상향/NNG, 채권/NNG;금리/NNG;하락/NNG, 채권/NNG;금리/NNG;바닥/NNG, 금/NNG;가격/NNG;상승/NNG, 기대/NNG;지수/NNG;낮/VA, 지수/NNG;낮/VA;최저/NNG, 채권시장/NNG;수요우위/NNG, 단기자금시장/NNG;불안/NNG, 그림자금융/NNG;우려/NNG, 투자심리/NNG;긍정적/VAX, 그림자금융/NNG;부실/NNG, 상승률/NNG;기저효과/NNG, 신용경색/NNG;우려/NNG, 우려/NNG;정정불안/NNG, 양적완화/NNG;확대/NNG, 하락/NNG;정정불안/NNG, 구조적/VAX;저성장/NNG, 지준율/NNG;인하/NNG, 회복/NNG;우호적/VAX, 취업자/NNG;최대/NNG, 고용률/NNG;상승/NNG, gdp/NNG;성장/NNG, 유동성/NNG;확대/NNG, 하락/NNG;불안/NNG, 가격/NNG;부담/NNG, 고용/NNG;호전/NNG, 여력/NNG;개선/NNG, 재정/NNG;확장/NNG, 수출/NNG;둔화/NNG, 생산/NNG;감소/NNG, 수출/NNG;부담/NNG, 최대/NNG;증가/NNG, 고용/NNG;개선/NNG, 달리/MAG;성장/NNG, 재정/NNG;적자/NNG, 지출/NNG;확대/NNG, 고용/NNG;확대/NNG, 무역/NNG;흑자/NNG, 하락/NNG;확대/NNG, 하락/NNG;축소/NNG, 회복/NNG;조짐/NNG, 국채/NNG;강세/NNG, 원화/NNG;약세/NNG, 생산/NNG;호조/NNG, 가격/NNG;급락/NNG, 우려/NNG;상승/NNG, 공급/NNG;중단/NNG, 우려/NNG;높/VV, 소비/NNG;늘/VV, 기대/NNG;높/VA",하락
2014-03-16,"지표/NNG;예상밖/NNG;부진/NNG, 시스템/NNG;위험/NNG;우려/NNG, 경제/NNG;지표/NNG;부진/NNG, 경기/NNG;지표/NNG;상승/NNG, 유동성/NNG;선호/NNG, 지표/NNG;둔화/NNG",하락
2014-03-14,"금융시장/NNG;여건/NNG;변화/NNG;신흥국/NNG;성장/NNG, gdp/NNG;갭/NNG;당분간/MAG;마이너스/NNG, 채권시장/NNG;경제/NNG;지표/NNG;부진/NNG, 세계/NNG;경제/NNG;완만/NNG;회복/NNG, 전망/NNG;경기/NNG;하방/NNG;위험/NNG, 채권/NNG;금리/NNG;상단/NNG;제한/NNG, fed/NNG;양적완화/NNG;축소/NNG, 채권시장/NNG;강세/NNG;지지/NNG, 경기/NNG;상하방/NNG;위험/NNG, 신흥국/NNG;성장/NNG;약화/NNG, 농산물/NNG;작황/NNG;호조/NNG, 부진/NNG;지정학/NNG;위험/NNG, 내수/NNG;지표/NNG;개선/NNG, 지표/NNG;개선/NNG;부진/NNG, 경기/NNG;추세/NNG;회복/NNG, 금리/NNG;하향/NNG;안정/NNG, 경제/NNG;지표/NNG;회복/NNG, 부진/NNG;면하/VV;못하/VX, gdp/NNG;마이너스/NNG, 경기/NNG;불확실성/NNG, 수출/NNG;증가/NNG, 금리/NNG;인상/NNG, 안정/NNG;지지/NNG, 금리/NNG;인하/NNG",하락
2014-03-12,"fed/NNG;채권/NNG;금리/NNG;상승/NNG, 경기/NNG;상하방/NNG;위험/NNG, 채권/NNG;금리/NNG;강세/NNG, 금리/NNG;강세/NNG;한계/NNG, 경기/NNG;하방/NNG;위험/NNG, 금리/NNG;상승/NNG;지지/NNG, gdp/NNG;마이너스/NNG, 디플레이션/NNG;압력/NNG, 경기/NNG;양호/NNG, 금리/NNG;인상/NNG, 물가/NNG;성장/NNG, 경기/NNG;부진/NNG, 금리/NNG;인하/NNG, 경기/NNG;개선/NNG, 채권/NNG;신용스프레드/NNG;축소/NNG, 회사채/NNG;공급/NNG;감소/NNG, 안정/NNG;상승/NNG",하락
